"SIRUTA,N,6,0","NIV,N,1,0","SIRSUP,N,6,0","TIP,N,2,0","DENLOC,C,40","ULT,C,1","MED,C,1","JUD,N,2,0","PREFIX,N,6,0","REGIUNE,N,1,0","CODP,N,6,0","FSJ,N,2,0","FS2,C,5","FS3,C,7","FSL,N,6,0","FICTIV,N,1,0"
33382,2,65,3,JOSENII BARGAULUI,0,3,6,0,6,0,6,41376,,3106,
33391,3,33382,22,JOSENII BARGAULUI,1,3,6,0,6,427100,6,41376,1006411,3107,
33408,3,33382,23,MIJLOCENII BARGAULUI,1,3,6,0,6,427101,6,41376,3007501,3108,
33417,3,33382,23,RUSU BARGAULUI,1,3,6,0,6,427102,6,41376,3010235,3109,
33426,3,33382,23,STRAMBA,1,3,6,0,6,427103,6,41376,3011570,3110,
33435,2,65,3,LECHINTA,0,3,6,0,6,0,6,41397,,3111,
33444,3,33435,22,LECHINTA,1,3,6,0,6,427105,6,41397,1006549,3112,
33453,3,33435,23,BUNGARD,1,3,6,0,6,427106,6,41397,3001893,3113,
33462,3,33435,23,CHIRALES,1,3,6,0,6,427107,6,41397,3002663,3114,
33471,3,33435,23,SANGEORZU NOU,1,3,6,0,6,427108,6,41397,3010433,3115,
33480,3,33435,23,SANIACOB,1,3,6,0,6,427109,6,41397,3010438,3116,
33499,3,33435,23,TIGAU,1,3,6,0,6,427111,6,41397,3012097,3117,
33505,3,33435,23,VERMES,1,3,6,0,6,427112,6,41397,3013314,3118,
33514,2,65,3,LESU,0,3,6,0,6,0,6,41410,,3119,
33523,3,33514,22,LESU,1,3,6,0,6,427115,6,41410,1006606,3120,
33532,3,33514,23,LUNCA LESULUI,1,3,6,0,6,427116,6,41410,3006846,3121,
33541,2,65,3,LIVEZILE,0,3,6,0,6,0,6,41435,,3122,
33550,3,33541,22,LIVEZILE,1,3,6,0,6,427120,6,41435,1006709,3123,
33569,3,33541,23,CUSMA,1,3,6,0,6,427121,6,41435,3003756,3124,
33578,3,33541,23,DOROLEA,1,3,6,0,6,427122,6,41435,3004223,3125,
33587,3,33541,23,DUMBRAVA,1,3,6,0,6,427123,6,41435,3004391,3126,
33596,3,33541,23,VALEA POENII,1,3,6,0,6,427124,6,41435,3012978,3127,
33603,2,65,3,LUNCA ILVEI,0,3,6,0,6,0,6,41463,,3128,
33612,3,33603,22,LUNCA ILVEI,1,3,6,0,6,427125,6,41463,1006841,3129,
33729,2,65,3,MAGURA ILVEI,0,3,6,0,6,0,6,41492,,3130,
33738,3,33729,22,MAGURA ILVEI,1,3,6,0,6,427145,6,41492,1007008,3131,
33747,3,33729,23,ARSITA,1,3,6,0,6,427146,6,41492,3000331,3132,
33756,3,179720,22,POIANA ILVEI,1,3,6,0,6,427147,6,42232,1009225,3192,
33621,2,65,3,MAIERU,0,3,6,0,6,0,6,41499,,3133,
33630,3,33621,22,MAIERU,1,3,6,0,6,427130,6,41499,1007036,3134,
33649,3,33621,23,ANIES,1,3,6,0,6,427131,6,41499,3000220,3135,
33765,2,65,3,MARISELU,0,3,6,0,6,0,6,41538,,3136,
33774,3,33765,22,MARISELU,1,3,6,0,6,427150,6,41538,1007241,3137,
33783,3,33765,23,BARLA,1,3,6,0,6,427151,6,41538,3000773,3138,
33792,3,33765,23,DOMNESTI,1,3,6,0,6,427152,6,41538,3004190,3139,
33809,3,33765,23,JEICA,1,3,6,0,6,427153,6,41538,3006352,3140,
33818,3,33765,23,MAGURELE,1,3,6,0,6,427154,6,41538,3007013,3141,
33827,3,33765,23,NETENI,1,3,6,0,6,427156,6,41538,3008007,3142,
33836,3,33765,23,SANTIOANA,1,3,6,0,6,427157,6,41538,3010504,3143,
33658,2,65,3,MATEI,0,3,6,0,6,0,6,41552,,3144,
33667,3,33658,22,MATEI,1,3,6,0,6,427135,6,41552,1007303,3145,
33676,3,33658,23,BIDIU,1,3,6,0,6,427136,6,41552,3001070,3146,
33685,3,33658,23,CORVINESTI,1,3,6,0,6,427137,6,41552,3003319,3147,
33694,3,33658,23,ENCIU,1,3,6,0,6,427138,6,41552,3004503,3148,
33701,3,33658,23,FANTANELE,1,3,6,0,6,427139,6,41552,3004605,3149,
33710,3,33658,23,MORUT,1,3,6,0,6,427141,6,41552,3007718,3150,
33845,2,65,3,MICESTII DE CAMPIE,0,3,6,0,6,0,6,41574,,3151,
33854,3,33845,22,MICESTII DE CAMPIE,1,3,6,0,6,427160,6,41574,1007420,3152,
33863,3,33845,23,FANTANITA,1,3,6,0,6,427161,6,41574,3004619,3153,
33872,3,33845,23,VISUIA,1,3,6,0,6,427162,6,41574,3013448,3154,
33881,2,65,3,MILAS,0,3,6,0,6,0,6,41596,,3155,
33890,3,33881,22,MILAS,1,3,6,0,6,427165,6,41596,1007504,3156,
33907,3,33881,23,COMLOD,1,3,6,0,6,427166,6,41596,3003139,3157,
33916,3,33881,23,DUPA DEAL,1,3,6,0,6,427167,6,41596,3004479,3158,
33925,3,33881,23,GHEMES,1,3,6,0,6,427168,6,41596,3005168,3159,
33934,3,33881,23,HIREAN,1,3,6,0,6,427169,6,41596,3005828,3160,
33943,3,33881,23,OROSFAIA,1,3,6,0,6,427171,6,41596,3008354,3161,
33952,2,65,3,MONOR,0,3,6,0,6,0,6,41639,,3162,
33961,3,33952,22,MONOR,1,3,6,0,6,427175,6,41639,1007689,3163,
33970,3,33952,23,GLEDIN,1,3,6,0,6,427176,6,41639,3005331,3164,
33989,2,65,3,NIMIGEA,0,3,6,0,6,0,6,41812,,3169,
33998,3,33989,22,NIMIGEA DE JOS,1,3,6,0,6,427190,6,41812,1008057,3170,
34002,3,33989,23,FLORESTI,1,3,6,0,6,427181,6,41812,3004800,3171,
34011,3,33989,23,MINTIU,1,3,6,0,6,427182,6,41812,3007540,3172,
34020,3,33989,23,MITITEI,1,3,6,0,6,427183,6,41812,3007588,3173,
34039,3,33989,23,MOCOD,1,3,6,0,6,427184,6,41812,3007629,3174,
34048,3,33989,23,MOGOSENI,1,3,6,0,6,427186,6,41812,3007647,3175,
34057,3,33989,23,NIMIGEA DE SUS,1,3,6,0,6,427187,6,41812,3008058,3176,
34066,3,33989,23,TAURE,1,3,6,0,6,427188,6,41812,3011948,3177,
34075,2,65,3,NUSENI,0,3,6,0,6,0,6,41822,,3178,
34084,3,34075,22,NUSENI,1,3,6,0,6,427200,6,41822,1008113,3179,
34093,3,34075,23,BEUDIU,1,3,6,0,6,427136,6,41822,3001040,3180,
34100,3,34075,23,DUMBRAVA,1,3,6,0,6,427202,6,41822,3004400,3181,
34119,3,34075,23,FELEAC,1,3,6,0,6,427203,6,41822,3004683,3182,
34128,3,34075,23,MALIN,1,3,6,0,6,427204,6,41822,3007066,3183,
34137,3,34075,23,RUSU DE SUS,1,3,6,0,6,427206,6,41822,3010237,3184,
34146,3,34075,23,VITA,1,3,6,0,6,427207,6,41822,3013449,3185,
34155,2,65,3,PARVA,0,3,6,0,6,0,6,42135,,3186,
34164,3,34155,22,PARVA,1,3,6,0,6,427210,6,42135,1008611,3187,
34173,2,65,3,PETRU RARES,0,3,6,0,6,0,6,42178,,3188,
34182,3,34173,22,RETEAG,1,3,6,0,6,427220,6,42178,1009969,3189,
34191,3,34173,23,BATA,1,3,6,0,6,427216,6,42178,3000856,3190,
34208,3,179953,23,CICEU-CORABIA,1,3,6,0,6,427217,6,40603,3002732,3077,
34217,3,179953,22,CICEU-MIHAIESTI,1,3,6,0,6,427218,6,40603,1002734,3076,
34226,3,179953,23,LELESTI,1,3,6,0,6,427219,6,40603,3006567,3078,
34235,2,65,3,PRUNDU BARGAULUI,0,3,6,0,6,0,6,42296,,3193,
34244,3,34235,22,PRUNDU BARGAULUI,1,3,6,0,6,427230,6,42296,1009587,3194,
34253,3,34235,23,SUSENII BARGAULUI,1,3,6,0,6,427231,6,42296,3011740,3195,
34262,2,65,3,REBRA,0,3,6,0,6,0,6,42364,,3196,
34271,3,34262,22,REBRA,1,3,6,0,6,427235,6,42364,1009897,3197,
34280,2,65,3,REBRISOARA,0,3,6,0,6,0,6,42366,,3198,
34299,3,34280,22,REBRISOARA,1,3,6,0,6,427240,6,42366,1009899,3199,
34306,3,34280,23,GERSA I,1,3,6,0,6,427241,6,42366,3005155,3200,
34315,3,34280,23,GERSA II,1,3,6,0,6,427242,6,42366,3005156,3201,
34324,3,34280,23,PODEREI,1,3,6,0,6,427243,6,42366,3009095,3202,
34333,2,65,3,RODNA,0,3,6,0,6,0,6,42394,,3203,
34342,3,34333,22,RODNA,1,3,6,0,6,427245,6,42394,1010009,3204,
34351,3,34333,23,VALEA VINULUI,1,3,6,0,6,427246,6,42394,3013099,3205,
34360,2,65,3,ROMULI,0,3,6,0,6,0,6,42405,,3206,
34379,3,34360,22,ROMULI,1,3,6,0,6,427250,6,42405,1010058,3207,
34388,3,34360,23,DEALU STEFANITEI,1,3,6,0,6,427251,6,42405,3003964,3208,
34397,2,65,3,SALVA,0,3,6,0,6,0,6,42479,,3211,
34404,3,34397,22,SALVA,1,3,6,0,6,427255,6,42479,1010387,3212,
34413,3,179944,22,RUNCU SALVEI,1,3,6,0,6,427256,6,42430,1010190,3210,
34477,2,65,3,SANMIHAIU DE CIMPIE,0,3,6,0,6,0,6,42502,,3213,
34486,3,34477,22,SANMIHAIU DE CAMPIE,1,3,6,0,6,427260,6,42502,1010460,3214,
34495,3,34477,23,BRATENI,1,3,6,0,6,427261,6,42502,3001587,3215,
34501,3,34477,23,LA CURTE,1,3,6,0,6,427262,6,42502,3006434,3216,
34510,3,34477,23,SALCUTA,1,3,6,0,6,427263,6,42502,3010356,3217,
34529,3,34477,23,STUPINI,1,3,6,0,6,427264,6,42502,3011631,3218,
34538,3,34477,23,ZORENI,1,3,6,0,6,427266,6,42502,3013739,3219,
34618,2,65,3,SANT,0,3,6,0,6,0,6,42511,,3220,
34627,3,34618,22,SANT,1,3,6,0,6,427285,6,42511,1010483,3221,
34636,3,34618,23,VALEA MARE,1,3,6,0,6,427286,6,42511,3012909,3222,
34645,2,65,3,SIEU,0,3,6,0,6,0,6,42613,,3223,
34654,3,34645,22,SIEU,1,3,6,0,6,427290,6,42613,1010997,3224,
34663,3,34645,23,ARDAN,1,3,6,0,6,427291,6,42613,3000278,3225,
34672,3,34645,23,POSMUS,1,3,6,0,6,427292,6,42613,3009416,3226,
34681,3,34645,23,SOIMUS,1,3,6,0,6,427293,6,42613,3011283,3227,
34690,2,65,3,SIEU-MAGHERUS,0,3,6,0,6,0,6,42615,,3228,
34707,3,34690,22,SIEU-MAGHERUS,1,3,6,0,6,427295,6,42615,1010999,3229,
34716,3,34690,23,ARCALIA,1,3,6,0,6,427296,6,42615,3000267,3230,
34725,3,34690,23,CHINTELNIC,1,3,6,0,6,427297,6,42615,3002649,3231,
34734,3,34690,23,CRAINIMAT,1,3,6,0,6,427298,6,42615,3003509,3232,
34743,3,34690,23,PODIREI,1,3,6,0,6,427299,6,42615,3009098,3233,
34752,3,34690,23,SARATEL,1,3,6,0,6,427301,6,42615,3010543,3234,
34761,3,34690,23,VALEA MAGHERUSULUI,1,3,6,0,6,427302,6,42615,3012893,3235,
34770,2,65,3,SIEU-ODORHEI,0,3,6,0,6,0,6,42616,,3236,
34789,3,34770,22,SIEU-ODORHEI,1,3,6,0,6,427305,6,42616,1011000,3237,
34798,3,34770,23,AGRISU DE JOS,1,3,6,0,6,427306,6,42616,3000071,3238,
34805,3,34770,23,AGRISU DE SUS,1,3,6,0,6,427307,6,42616,3000072,3239,
34814,3,34770,23,BRETEA,1,3,6,0,6,427308,6,42616,3001655,3240,
34823,3,34770,23,COASTA,1,3,6,0,6,427309,6,42616,3002988,3241,
34832,3,34770,23,CRISTUR-SIEU,1,3,6,0,6,427311,6,42616,3003603,3242,
34841,3,34770,23,SIRIOARA,1,3,6,0,6,427312,6,42616,3011116,3243,
34850,2,65,3,SIEUT,0,3,6,0,6,0,6,42617,,3244,
34869,3,34850,22,SIEUT,1,3,6,0,6,427315,6,42617,1011002,3245,
34878,3,34850,23,LUNCA,1,3,6,0,6,427316,6,42617,3006806,3246,
34887,3,34850,23,RUSTIOR,1,3,6,0,6,427317,6,42617,3010234,3247,
34896,3,34850,23,SEBIS,1,3,6,0,6,427318,6,42617,3010841,3248,
34422,2,65,3,SILIVASU DE CIMPIE,0,3,6,0,6,0,6,42625,,3249,
34431,3,34422,22,SILIVASU DE CAMPIE,1,3,6,0,6,427270,6,42625,1011044,3250,
34440,3,34422,23,DRAGA,1,3,6,0,6,427271,6,42625,3004245,3251,
34459,3,34422,23,FANATELE SILIVASULUI,1,3,6,0,6,427272,6,42625,3004580,3252,
34468,3,34422,23,PORUMBENII,1,3,6,0,6,427273,6,42625,3009407,3253,
34903,2,65,3,SINTEREAG,0,3,6,0,6,0,6,42641,,3254,
34912,3,34903,22,SINTEREAG,1,3,6,0,6,427320,6,42641,1011092,3255,
34921,3,34903,23,BLAJENII DE JOS,1,3,6,0,6,427321,6,42641,3001140,3256,
34930,3,34903,23,BLAJENII DE SUS,1,3,6,0,6,427322,6,42641,3001141,3257,
34949,3,34903,23,CAILA,1,3,6,0,6,427323,6,42641,3002020,3258,
34958,3,34903,23,COCIU,1,3,6,0,6,427324,6,42641,3003016,3259,
34967,3,34903,23,SIEU-SFANTU,1,3,6,0,6,427326,6,42641,3011001,3260,
34976,3,34903,23,SINTEREAG-GARA,1,3,6,0,6,427327,6,42641,3011093,3261,
34547,2,65,3,SPERMEZEU,0,3,6,0,6,0,6,42698,,3262,
34556,3,34547,22,SPERMEZEU,1,3,6,0,6,427275,6,42698,1011359,3263,
34565,3,34547,23,HALMASAU,1,3,6,0,6,427276,6,42698,3005713,3266,
34574,3,34547,23,LUNCA BORLESEI,1,3,6,0,6,427277,6,42698,3006826,3267,
34583,3,34547,23,PALTINEASA,1,3,6,0,6,427278,6,42698,3008512,3268,
34609,3,34547,23,SESURI SPERMEZEU-VALE,1,3,6,0,6,427281,6,42698,3010951,3269,
34592,3,34547,23,SITA,1,3,6,0,6,427279,6,42698,3011128,3270,
35152,2,65,3,TARLISUA,0,3,6,0,6,0,6,42806,,3271,
35161,3,35152,22,TARLISUA,1,3,6,0,6,427330,6,42806,1011876,3272,
35170,3,35152,23,AGRIES,1,3,6,0,6,427331,6,42806,3000065,3273,
35189,3,35152,23,AGRIESEL,1,3,6,0,6,427332,6,42806,3000066,3274,
35198,3,35152,23,BORLEASA,1,3,6,0,6,427333,6,42806,3001376,3275,
35205,3,35152,23,CIREASI,1,3,6,0,6,427334,6,42806,3002843,3276,
35214,3,35152,23,LUNCA SATEASCA,1,3,6,0,6,427336,6,42806,3006858,3277,
35223,3,35152,23,MOLISET,1,3,6,0,6,427337,6,42806,3007683,3278,
35232,3,35152,23,OARZINA,1,3,6,0,6,427338,6,42806,3008125,3279,
35241,3,35152,23,RACATESU,1,3,6,0,6,427339,6,42806,3009670,3280,
35250,3,35152,23,SENDROAIA,1,3,6,0,6,427341,6,42806,3010909,3281,
34985,2,65,3,TEACA,0,3,6,0,6,0,6,42828,,3282,
34994,3,34985,22,TEACA,1,3,6,0,6,427345,6,42828,1011966,3283,
35009,3,34985,23,ARCHIUD,1,3,6,0,6,427346,6,42828,3000276,3284,
35018,3,34985,23,BUDURLENI,1,3,6,0,6,427347,6,42828,3001821,3285,
35027,3,34985,23,OCNITA,1,3,6,0,6,427348,6,42828,3008175,3286,
35036,3,34985,23,PINTICU,1,3,6,0,6,427349,6,42828,3008903,3287,
35045,3,34985,23,VIILE TECII,1,3,6,0,6,427351,6,42828,3013376,3288,
35054,2,65,3,TELCIU,0,3,6,0,6,0,6,42832,,3289,
35063,3,35054,22,TELCIU,1,3,6,0,6,427355,6,42832,1012002,3290,
35072,3,35054,23,FIAD,1,3,6,0,6,427356,6,42832,3004715,3292,
35081,3,35054,23,TELCISOR,1,3,6,0,6,427357,6,42832,3012001,3293,
35090,2,65,3,TIHA BARGAULUI,0,3,6,0,6,0,6,42857,,3294,
35107,3,35090,22,TIHA BARGAULUI,1,3,6,0,6,427360,6,42857,1012103,3295,
35116,3,35090,23,CIOSA,1,3,6,0,6,427361,6,42857,3002838,3296,
35125,3,35090,23,MURESENII BARGAULUI,1,3,6,0,6,427362,6,42857,3007830,3297,
35134,3,35090,23,PIATRA FANTANELE,1,3,6,0,6,427363,6,42857,3008841,3298,
35143,3,35090,23,TUREAC,1,3,6,0,6,427364,6,42857,3012397,3299,
35269,2,65,3,URIU,0,3,6,0,6,0,6,42963,,3300,
35278,3,35269,22,URIU,1,3,6,0,6,427365,6,42963,1012563,3301,
35287,3,35269,23,CRISTESTII CICEULUI,1,3,6,0,6,427366,6,42963,3003592,3302,
35296,3,35269,23,HASMASU CICEULUI,1,3,6,0,6,427367,6,42963,3005773,3303,
35303,3,35269,23,ILISUA,1,3,6,0,6,427368,6,42963,3006137,3304,
35312,2,65,3,URMENIS,0,3,6,0,6,0,6,42964,,3305,
35321,3,35312,22,URMENIS,1,3,6,0,6,427370,6,42964,1012575,3306,
35330,3,35312,23,CAMP,1,3,6,0,6,427371,6,42964,3002141,3307,
35349,3,35312,23,COSERIU,1,3,6,0,6,427372,6,42964,3003335,3308,
35358,3,35312,23,DELURENI,1,3,6,0,6,427373,6,42964,3004020,3309,
35367,3,35312,23,FANATE,1,3,6,0,6,427374,6,42964,3004572,3310,
35376,3,35312,23,PODENII,1,3,6,0,6,427376,6,42964,3009092,3311,
35385,3,35312,23,SCOABE,1,3,6,0,6,427377,6,42964,3010788,3312,
35394,3,35312,23,SOPTERIU,1,3,6,0,6,427378,6,42964,3011330,3313,
35401,3,35312,23,VALEA,1,3,6,0,6,427379,6,42964,3012720,3314,
35410,3,35312,23,VALEA MARE,1,3,6,0,6,427381,6,42964,3012916,3315,
35429,2,65,3,ZAGRA,0,3,6,0,6,0,6,43160,,3316,
35438,3,35429,22,ZAGRA,1,3,6,0,6,427385,6,43160,1013620,3317,
35447,3,35429,23,ALUNISUL,1,3,6,0,6,427386,6,43160,3000188,3318,
35456,3,35429,23,PERISOR,1,3,6,0,6,427387,6,43160,3008720,3319,
35465,3,35429,23,POIENILE ZAGREI,1,3,6,0,6,427388,6,43160,3009300,3320,
35474,3,35429,23,SUPLAI,1,3,6,0,6,427389,6,43160,3011696,3321,
74,1,1,40,JUDETUL BOTOSANI,0,0,7,0,1,0,7,,,3322,
35731,2,74,1,MUNICIPIUL BOTOSANI,0,1,7,0,1,0,7,11681,,3323,
35740,3,35731,9,BOTOSANI,1,1,7,0,1,0,7,11681,1001463,3324,
36006,2,74,4,MUNICIPIUL DOROHOI,0,1,7,0,1,0,7,21703,,3325,
36015,3,36006,9,DOROHOI,1,1,7,0,1,715200,7,21703,1004222,3326,
36024,3,36006,10,DEALU MARE,1,1,7,0,1,715201,7,21703,2003939,3327,
36033,3,36006,10,LOTURI ENESCU,1,1,7,0,1,715202,7,21703,2006738,3328,
36042,3,36006,10,PROGRESUL,1,1,7,0,1,715203,7,21703,2009572,3329,
35946,2,74,2,ORAS DARABANI,0,1,7,0,1,0,7,31930,,3334,
35955,3,35946,17,DARABANI,1,1,7,0,1,715100,7,31930,1003866,3335,
35964,3,35946,19,BAJURA,1,1,7,0,1,715101,7,31930,3000529,3336,
35973,3,35946,19,ESANCA,1,1,7,0,1,715102,7,31930,3004519,3337,
35982,3,35946,19,LISMANITA,1,1,7,0,1,715103,7,31930,3006671,3338,
36060,2,74,2,ORAS SAVENI,0,1,7,0,1,0,7,32027,,3345,
36079,3,36060,17,SAVENI,1,1,7,0,1,715300,7,32027,1010719,3346,
36088,3,36060,19,BODEASA,1,1,7,0,1,715301,7,32027,3001216,3347,
36097,3,36060,19,BOZIENI,1,1,7,0,1,715302,7,32027,3001484,3348,
36104,3,36060,19,CHISCARENI,1,1,7,0,1,715303,7,32027,3002694,3349,
36113,3,36060,19,PETRICANI,1,1,7,0,1,715304,7,32027,3008798,3350,
36122,3,36060,19,SAT NOU,1,1,7,0,1,715305,7,32027,3010630,3351,
36131,2,74,3,ALBESTI,0,3,7,0,1,0,7,40026,,3361,
36140,3,36131,22,ALBESTI,1,3,7,0,1,717005,7,40026,1000094,3362,
36159,3,36131,23,BUIMACENI,1,3,7,0,1,717006,7,40026,3001845,3363,
36168,3,36131,23,COSTIUGENI,1,3,7,0,1,717007,7,40026,3003400,3364,
36177,3,36131,23,JIJIA,1,3,7,0,1,717008,7,40026,3006380,3365,
36186,3,36131,23,MASCATENI,1,3,7,0,1,717009,7,40026,3007288,3366,
36195,3,36131,23,TUDOR VLADIMIRESCU,1,3,7,0,1,717011,7,40026,3012345,3367,
36202,2,74,3,AVRAMENI,0,3,7,0,1,0,7,40100,,3368,
36211,3,36202,22,AVRAMENI,1,3,7,0,1,717015,7,40100,1000378,3369,
36220,3,40035,22,ADASENI,1,3,7,0,1,717016,7,40011,1000031,3359,
36239,3,36202,23,AUREL VLAICU,1,3,7,0,1,717091,7,40100,3000365,3370,
36248,3,36202,23,DIMITRIE CANTEMIR,1,3,7,0,1,717018,7,40100,3004070,3371,
36257,3,36202,23,ICHIMENI,1,3,7,0,1,717019,7,40100,3006054,3372,
36266,3,36202,23,PANAITOAIA,1,3,7,0,1,717021,7,40100,3008531,3373,
36275,3,36202,23,TIMUS,1,3,7,0,1,717022,7,40100,3012113,3374,
36284,3,36202,23,TUDOR VLADIMIRESCU,1,3,7,0,1,717022,7,40100,3012338,3375,
36293,3,40035,23,ZOITANI,1,3,7,0,1,717024,7,40011,3013735,3360,
36300,2,74,3,BALUSENI,0,3,7,0,1,0,7,40160,,3376,
36319,3,36300,22,BALUSENI,1,3,7,0,1,717025,7,40160,1000660,3377,
36328,3,36300,23,BALUSENII NOI,1,3,7,0,1,717026,7,40160,3000661,3378,
36337,3,36300,23,BUZENI,1,3,7,0,1,717027,7,40160,3001983,3379,
36346,3,36300,23,COSULENI,1,3,7,0,1,717028,7,40160,3003405,3380,
36355,3,36300,23,DRAXINI,1,3,7,0,1,717029,7,40160,3004339,3381,
36364,3,36300,23,ZAICESTI,1,3,7,0,1,717031,7,40160,3013627,3382,
36373,2,74,3,BRAESTI,0,3,7,0,1,0,7,40353,,3387,
36382,3,36373,22,BRAESTI,1,3,7,0,1,717035,7,40353,1001533,3388,
36391,3,36373,23,POIANA,1,3,7,0,1,717036,7,40353,3009178,3389,
36408,3,36373,23,POPENI,1,3,7,0,1,717037,7,40353,3009346,3390,
36417,3,36373,23,VILCELELE,1,3,7,0,1,717038,7,40353,3013400,3391,
36426,2,74,3,BROSCAUTI,0,3,7,0,1,0,7,40391,,3392,
36435,3,36426,22,BROSCAUTI,1,3,7,0,1,717040,7,40391,1001673,3393,
36444,3,36426,23,SLOBOZIA,1,3,7,0,1,717041,7,40391,3011190,3394,
36453,2,74,2,ORAS BUCECEA,0,1,7,0,1,0,7,31901,,3330,
36462,3,36453,17,BUCECEA,1,1,7,0,1,717045,7,31901,1001708,3331,
36471,3,36453,19,BOHOGHINA,1,1,7,0,1,717046,7,31901,3001286,3333,
36480,3,36453,18,CALINESTI,1,1,7,0,1,717047,7,31901,2002074,3332,
36499,2,74,3,CALARASI,0,3,7,0,1,0,7,40465,,3395,
36505,3,36499,22,CALARASI,1,3,7,0,1,717050,7,40465,1002038,3396,
36514,3,36499,23,LIBERTATEA,1,3,7,0,1,717051,7,40465,3006620,3397,
36523,3,36499,23,PLESANI,1,3,7,0,1,717052,7,40465,3008991,3398,
36532,2,74,3,CONCESTI,0,3,7,0,1,0,7,40682,,3404,
36541,3,36532,22,CONCESTI,1,3,7,0,1,717055,7,40682,1003149,3405,
36550,3,36532,23,MOVILENI,1,3,7,0,1,717056,7,40682,3007774,3406,
36569,2,74,3,COPALAU,0,3,7,0,1,0,7,40691,,3407,
36578,3,36569,22,COPALAU,1,3,7,0,1,717060,7,40691,1003185,3408,
36587,3,39975,23,BUDA,1,3,7,0,1,717061,7,40745,3001774,3427,
36596,3,36569,23,CERBU,1,3,7,0,1,717062,7,40691,3002479,3409,
36603,3,39975,22,COSULA,1,3,7,0,1,717063,7,40745,1003404,3426,
36612,3,36569,23,COTU,1,3,7,0,1,717064,7,40691,3003438,3410,
36621,3,39975,23,PADURENI,1,3,7,0,1,717066,7,40745,3008458,3428,
36630,3,39975,23,SUPITCA,1,3,7,0,1,717067,7,40745,3011692,3429,
36649,2,74,3,CORDARENI,0,3,7,0,1,0,7,40703,,3411,
36658,3,36649,22,CORDARENI,1,3,7,0,1,717070,7,40703,1003225,3412,
36667,3,36649,23,GRIVITA,1,3,7,0,1,717071,7,40703,3005524,3413,
36676,2,74,3,CORLATENI,0,3,7,0,1,0,7,40706,,3415,
36685,3,36676,22,CORLATENI,1,3,7,0,1,717075,7,40706,1003235,3416,
36694,3,36676,23,CARASA,1,3,7,0,1,717076,7,40706,3002253,3417,
36701,3,39959,22,DIMACHENI,1,3,7,0,1,717077,7,40870,1004067,3468,
36710,3,39959,23,MATEIENI,1,3,7,0,1,717078,7,40870,3007305,3469,
36729,3,36676,23,PODENI,1,3,7,0,1,717079,7,40706,3009087,3418,
36738,3,39959,23,RECIA-VERBIA,1,3,7,0,1,717081,7,40870,3009918,3470,
36747,3,36676,23,VLADENI,1,3,7,0,1,717166,7,40706,3013470,3419,
36756,2,74,3,CORNI,0,3,7,0,1,0,7,40713,,3420,
36765,3,36756,22,CORNI,1,3,7,0,1,717085,7,40713,1003270,3421,
36774,3,36756,23,BALTA ARSA,1,3,7,0,1,717086,7,40713,3000622,3422,
36783,3,36756,23,MESTEACAN,1,3,7,0,1,717087,7,40713,3007393,3423,
36792,3,36756,23,SARAFINESTI,1,3,7,0,1,717088,7,40713,3010522,3424,
36809,2,74,3,COTUSCA,0,3,7,0,1,0,7,40753,,3430,
36818,3,36809,22,COTUSCA,1,3,7,0,1,717090,7,40753,1003455,3431,
36827,3,36809,23,AVRAM IANCU,1,3,7,0,1,717091,7,40753,3000376,3432,
36836,3,36809,23,COTU MICULINTI,1,3,7,0,1,717092,7,40753,3003448,3433,
36845,3,36809,23,CRASNALEUCA,1,3,7,0,1,717093,7,40753,3003539,3434,
36854,3,36809,23,GHIRENI,1,3,7,0,1,717094,7,40753,3005254,3435,
36863,3,36809,23,MIHAIL KOGALNICEANU,1,3,7,0,1,717096,7,40753,3007476,3436,
36872,3,36809,23,NICHITENI,1,3,7,0,1,717097,7,40753,3008016,3437,
36881,3,36809,23,NICOLAE BALCESCU,1,3,7,0,1,717157,7,40753,3008020,3438,
36890,3,36809,23,PUTURENI,1,3,7,0,1,717099,7,40753,3009654,3439,
36907,2,74,3,CRISTESTI,0,3,7,0,1,0,7,40785,,3440,
36916,3,36907,22,CRISTESTI,1,3,7,0,1,717100,7,40785,1003584,3441,
36925,3,36907,23,ONEAGA,1,3,7,0,1,717101,7,40785,3008292,3442,
36934,3,36907,23,SCHIT-ORASENI,1,3,7,0,1,717102,7,40785,3010767,3443,
36943,3,36907,23,UNGUROAIA,1,3,7,0,1,717103,7,40785,3012528,3444,
36952,2,74,3,CRISTINESTI,0,3,7,0,1,0,7,40788,,3445,
36961,3,36952,22,CRISTINESTI,1,3,7,0,1,717105,7,40788,1003595,3446,
36970,3,36952,23,BARANCA,1,3,7,0,1,717106,7,40788,3000711,3447,
36989,3,36952,23,DRAGALINA,1,3,7,0,1,717107,7,40788,3004249,3449,
36998,3,36952,23,FUNDU HERTII,1,3,7,0,1,717108,7,40788,3004936,3450,
37002,3,36952,23,POIANA,1,3,7,0,1,717109,7,40788,3009184,3451,
35759,2,74,3,CURTESTI,0,3,7,0,1,0,7,40811,,3452,
35768,3,35759,22,CURTESTI,1,3,7,0,1,717110,7,40811,1003747,3453,
35777,3,35759,23,AGAFTON,1,3,7,0,1,717111,7,40811,3000052,3454,
35786,3,35759,23,BAICENI,1,3,7,0,1,717112,7,40811,3000497,3455,
