"SIRUTA,N,6,0","NIV,N,1,0","SIRSUP,N,6,0","TIP,N,2,0","DENLOC,C,40","ULT,C,1","MED,C,1","JUD,N,2,0","PREFIX,N,6,0","REGIUNE,N,1,0","CODP,N,6,0","FSJ,N,2,0","FS2,C,5","FS3,C,7","FSL,N,6,0","FICTIV,N,1,0"
1017,2,10,1,MUNICIPIUL ALBA IULIA,0,1,1,0,7,0,1,11672,,2,
1026,3,1017,9,ALBA IULIA,1,1,1,0,7,0,1,11672,1000084,3,
1035,3,1017,10,BARABANT,1,1,1,0,7,510001,1,11672,2000704,4,
1044,3,1017,10,MICESTI,1,1,1,0,7,510002,1,11672,2007418,5,
1053,3,1017,10,OARDA,1,1,1,0,7,510003,1,11672,2008121,6,
1062,3,1017,10,PACLISA,1,1,1,0,7,510004,1,11672,2008424,7,
1213,2,10,4,MUNICIPIUL AIUD,0,1,1,0,7,0,1,21671,,8,
1222,3,1213,9,AIUD,1,1,1,0,7,515200,1,21671,1000079,9,
1231,3,1213,10,AIUDUL DE SUS,1,1,1,0,7,515201,1,21671,2000080,10,
1277,3,1213,11,CIUMBRUD,1,1,1,0,7,515202,1,21671,3002908,14,
1240,3,1213,10,GAMBAS,1,1,1,0,7,515203,1,21671,2005032,11,
1286,3,1213,11,GARBOVA DE JOS,1,1,1,0,7,515204,1,21671,3005067,15,
1295,3,1213,11,GARBOVA DE SUS,1,1,1,0,7,515205,1,21671,3005068,16,
1302,3,1213,11,GARBOVITA,1,1,1,0,7,515206,1,21671,3005074,17,
1259,3,1213,10,MAGINA,1,1,1,0,7,515207,1,21671,2006980,12,
1268,3,1213,10,PAGIDA,1,1,1,0,7,515208,1,21671,2008482,13,
1311,3,1213,11,SANCRAI,1,1,1,0,7,515209,1,21671,3010409,18,
1320,3,1213,11,TIFRA,1,1,1,0,7,515210,1,21671,3012087,19,
1348,2,10,4,MUNICIPIUL BLAJ,0,1,1,0,7,0,1,21680,,20,
1357,3,1348,9,BLAJ,1,1,1,0,7,515400,1,21680,1001134,21,
1366,3,1348,10,DELENI-OBIRSIE,1,1,1,0,7,515401,1,21680,2004015,22,
1375,3,1348,10,FLITESTI,1,1,1,0,7,515402,1,21680,2004781,23,
1384,3,1348,10,IZVOARELE,1,1,1,0,7,515403,1,21680,2006285,24,
1428,3,1348,11,MANARADE,1,1,1,0,7,515404,1,21680,3007105,28,
1393,3,1348,10,PETRISAT,1,1,1,0,7,515405,1,21680,2008811,25,
1437,3,1348,11,SPATAC,1,1,1,0,7,515406,1,21680,3011351,29,
1400,3,1348,10,TIUR,1,1,1,0,7,515407,1,21680,2012166,26,
1419,3,1348,10,VEZA,1,1,1,0,7,515408,1,21680,2013335,27,
1151,2,10,2,ORAS ABRUD,0,1,1,0,7,0,1,31863,,35,
1160,3,1151,17,ABRUD,1,1,1,0,7,515100,1,31863,1000010,36,
1179,3,1151,18,ABRUD-SAT,1,1,1,0,7,515101,1,31863,2000011,37,
1188,3,1151,18,GURA CORNEI,1,1,1,0,7,515102,1,31863,2005604,38,
1197,3,1151,18,SOHARU,1,1,1,0,7,515103,1,31863,2011263,39,
1455,2,10,2,ORAS CAMPENI,0,1,1,0,7,0,1,31911,,47,
1464,3,1455,17,CAMPENI,1,1,1,0,7,515500,1,31911,1002150,48,
1473,3,1455,18,BONCESTI,1,1,1,0,7,515501,1,31911,2001344,49,
1482,3,1455,18,BORLESTI,1,1,1,0,7,515502,1,31911,2001377,50,
1491,3,1455,18,BOTESTI,1,1,1,0,7,515503,1,31911,2001442,51,
1507,3,1455,18,CERTEGE,1,1,1,0,7,515504,1,31911,2002526,52,
1516,3,1455,18,COASTA VASCULUI,1,1,1,0,7,515505,1,31911,2002998,53,
1525,3,1455,18,DANDUT,1,1,1,0,7,515506,1,31911,2003846,54,
1534,3,1455,18,DEALU BISTRII,1,1,1,0,7,515507,1,31911,2003914,55,
1543,3,1455,18,DEALU CAPSEI,1,1,1,0,7,515508,1,31911,2003917,56,
1552,3,1455,18,DRIC,1,1,1,0,7,515509,1,31911,2004343,57,
1561,3,1455,18,FATA ABRUDULUI,1,1,1,0,7,515510,1,31911,2004647,58,
1570,3,1455,18,FLORESTI,1,1,1,0,7,515511,1,31911,2004799,59,
1589,3,1455,18,FURDUIESTI,1,1,1,0,7,515512,1,31911,2004950,60,
1598,3,1455,18,MIHOESTI,1,1,1,0,7,515513,1,31911,2007496,61,
1605,3,1455,18,MOTORASTI,1,1,1,0,7,515514,1,31911,2007753,62,
1614,3,1455,18,PESTE VALEA BISTRII,1,1,1,0,7,515515,1,31911,2008733,63,
1623,3,1455,18,PODURI,1,1,1,0,7,515516,1,31911,2009143,64,
1632,3,1455,18,SORLITA,1,1,1,0,7,515517,1,31911,2011333,65,
1641,3,1455,18,TOMUSESTI,1,1,1,0,7,515518,1,31911,2012220,66,
1650,3,1455,18,VALEA BISTRII,1,1,1,0,7,515519,1,31911,2012747,67,
1669,3,1455,18,VALEA CASELOR,1,1,1,0,7,515520,1,31911,2012773,68,
1678,3,1455,18,VARSI,1,1,1,0,7,515521,1,31911,2013238,69,
1696,2,10,2,ORAS CUGIR,0,1,1,0,7,0,1,31927,,70,
1703,3,1696,17,CUGIR,1,1,1,0,7,515600,1,31927,1003684,71,
1712,3,1696,18,BOCSITURA,1,1,1,0,7,515601,1,31927,2001211,72,
1721,3,1696,18,BUCURU,1,1,1,0,7,515602,1,31927,2001766,73,
1730,3,1696,18,CALENE,1,1,1,0,7,515603,1,31927,2002059,74,
1749,3,1696,18,FETENI,1,1,1,0,7,515604,1,31927,2004705,75,
1758,3,1696,18,GOASELE,1,1,1,0,7,515605,1,31927,2005367,76,
1767,3,1696,18,MUGESTI,1,1,1,0,7,515606,1,31927,2007792,77,
1776,3,1696,18,VINEREA,1,1,1,0,7,515607,1,31927,2013405,78,
1794,2,10,2,ORAS OCNA MURES,0,1,1,0,7,0,1,31990,,79,
1801,3,1794,17,OCNA MURES,1,1,1,0,7,515700,1,31990,1008170,80,
1838,3,1794,19,CISTEIU DE MURES,1,1,1,0,7,515701,1,31990,3002873,83,
1847,3,1794,19,MICOSLACA,1,1,1,0,7,515702,1,31990,3007429,84,
1856,3,1794,19,RAZBOIENI-CETATE,1,1,1,0,7,515703,1,31990,3009885,85,
1810,3,1794,18,UIOARA DE JOS,1,1,1,0,7,515704,1,31990,2012459,81,
1829,3,1794,18,UIOARA DE SUS,1,1,1,0,7,515705,1,31990,2012460,82,
1874,2,10,4,MUNICIPIUL SEBES,0,1,1,0,7,0,1,21746,,30,
1883,3,1874,9,SEBES,1,1,1,0,7,515800,1,21746,1010834,31,
1892,3,1874,10,LANCRAM,1,1,1,0,7,515801,1,21746,2006469,32,
1909,3,1874,10,PETRESTI,1,1,1,0,7,515850,1,21746,2008791,33,
1918,3,1874,11,RAHAU,1,1,1,0,7,515802,1,21746,3009776,34,
8096,2,10,2,ORAS TEIUS,0,1,1,0,7,0,1,32057,,86,
8103,3,8096,17,TEIUS,1,1,1,0,7,515900,1,32057,1011994,87,
8112,3,8096,19,BELDIU,1,1,1,0,7,515901,1,32057,3000936,88,
8121,3,8096,19,CAPUD,1,1,1,0,7,515902,1,32057,3002232,89,
8130,3,8096,19,COSLARIU NOU,1,1,1,0,7,515903,1,32057,3003343,90,
8149,3,8096,19,PETELCA,1,1,1,0,7,515904,1,32057,3008760,91,
1936,2,10,2,ORAS ZLATNA,0,1,1,0,7,0,1,32079,,92,
1945,3,1936,17,ZLATNA,1,1,1,0,7,516100,1,32079,1013726,93,
1954,3,1936,19,BOTESTI,1,1,1,0,7,516101,1,32079,3001444,94,
1963,3,1936,19,BUDENI,1,1,1,0,7,516102,1,32079,3001794,95,
1972,3,1936,19,DEALU ROATEI,1,1,1,0,7,516103,1,32079,3003959,96,
1981,3,1936,19,DOBROT,1,1,1,0,7,516104,1,32079,3004146,97,
1990,3,1936,19,DUMBRAVA,1,1,1,0,7,516105,1,32079,3004405,98,
2005,3,1936,19,FENES,1,1,1,0,7,516106,1,32079,3004690,99,
2014,3,1936,19,GALATI,1,1,1,0,7,516107,1,32079,3004986,100,
2023,3,1936,19,IZVORU AMPOIULUI,1,1,1,0,7,516108,1,32079,3006319,101,
2050,3,1936,19,PARAU GRUIULUI,1,1,1,0,7,516110,1,32079,3008569,102,
2032,3,1936,19,PATRANGENI,1,1,1,0,7,516109,1,32079,3008637,103,
2041,3,1936,19,PIRITA,1,1,1,0,7,516111,1,32079,3008911,104,
2069,3,1936,19,PODU LUI PAUL,1,1,1,0,7,516112,1,32079,3009124,105,
2078,3,1936,19,RUNC,1,1,1,0,7,516113,1,32079,3010173,106,
2087,3,1936,19,RUSI,1,1,1,0,7,516114,1,32079,3010221,107,
2096,3,1936,19,SUSENI,1,1,1,0,7,516115,1,32079,3011736,108,
2103,3,1936,19,TRAMPOIELE,1,1,1,0,7,516116,1,32079,3012289,109,
2112,3,1936,19,VALEA MICA,1,1,1,0,7,516117,1,32079,3012938,110,
2121,3,1936,19,VALTORI,1,1,1,0,7,516118,1,32079,3013156,111,
2130,2,10,3,ALBAC,0,3,1,0,7,0,1,40024,,112,
2149,3,2130,22,ALBAC,1,3,1,0,7,517005,1,40024,1000085,113,
2158,3,2130,23,BARASTI,1,3,1,0,7,517006,1,40024,3000720,114,
2167,3,2130,23,BUDAIESTI,1,3,1,0,7,517007,1,40024,3001788,115,
2176,3,2130,23,CIONESTI,1,3,1,0,7,517008,1,40024,3002814,116,
2185,3,2130,23,COSTESTI,1,3,1,0,7,517009,1,40024,3003379,117,
2194,3,2130,23,DEALU LAMASOI,1,3,1,0,7,517011,1,40024,3003935,118,
2201,3,2130,23,DEVE,1,3,1,0,7,517012,1,40024,3004043,119,
2210,3,2130,23,DUPA PLESE,1,3,1,0,7,517013,1,40024,3004482,120,
2229,3,2130,23,FATA,1,3,1,0,7,517014,1,40024,3004645,121,
2238,3,2130,23,PLESESTI,1,3,1,0,7,517016,1,40024,3008998,122,
2247,3,2130,23,POTIONCI,1,3,1,0,7,517017,1,40024,3009443,123,
2256,3,2130,23,ROGOZ,1,3,1,0,7,517018,1,40024,3010022,124,
2265,3,2130,23,ROSESTI,1,3,1,0,7,517019,1,40024,3010070,125,
2274,3,2130,23,RUSESTI,1,3,1,0,7,517021,1,40024,3010218,126,
2283,3,2130,23,SOHODOL,1,3,1,0,7,517022,1,40024,3011270,127,
2292,3,2130,23,TAMBORESTI,1,3,1,0,7,517023,1,40024,3011811,128,
2309,2,10,3,ALMASU MARE,0,3,1,0,7,0,1,40046,,129,
2318,3,2309,22,ALMASU MARE,1,3,1,0,7,517030,1,40046,1000159,130,
2327,3,2309,23,ALMASU DE MIJLOC,1,3,1,0,7,517031,1,40046,3000157,131,
2336,3,2309,23,BRADET,1,3,1,0,7,517032,1,40046,3001516,132,
2345,3,2309,23,CHEILE CIBULUI,1,3,1,0,7,517033,1,40046,3002576,133,
2354,3,2309,23,CIB,1,3,1,0,7,517034,1,40046,3002723,134,
2363,3,2309,23,GLOD,1,3,1,0,7,517036,1,40046,3005342,135,
2372,3,2309,23,NADASTIA,1,3,1,0,7,517038,1,40046,3007865,136,
2381,2,10,3,ARIESENI,0,3,1,0,7,0,1,40082,,137,
2390,3,2381,22,ARIESENI,1,3,1,0,7,517040,1,40082,1000302,138,
2407,3,2381,23,AVRAMESTI,1,3,1,0,7,517041,1,40082,3000382,139,
2416,3,2381,23,BUBESTI,1,3,1,0,7,517042,1,40082,3001705,140,
2425,3,2381,23,CASA DE PIATRA,1,3,1,0,7,517043,1,40082,3002343,141,
2434,3,2381,23,COBLES,1,3,1,0,7,517044,1,40082,3003002,142,
2443,3,2381,23,DEALU BAJULUI,1,3,1,0,7,517046,1,40082,3003911,143,
2452,3,2381,23,FATA CRISTESEI,1,3,1,0,7,517047,1,40082,3004649,144,
2461,3,2381,23,FATA LAPUSULUI,1,3,1,0,7,517048,1,40082,3004650,145,
2470,3,2381,23,GALBENA,1,3,1,0,7,517049,1,40082,3004992,146,
2489,3,2381,23,HODOBANA,1,3,1,0,7,517051,1,40082,3005856,147,
2498,3,2381,23,IZLAZ,1,3,1,0,7,517052,1,40082,3006273,148,
2504,3,2381,23,PANTESTI,1,3,1,0,7,517053,1,40082,3008554,149,
2513,3,2381,23,PATRAHAITESTI,1,3,1,0,7,517054,1,40082,3008636,150,
2522,3,2381,23,POIENITA,1,3,1,0,7,517056,1,40082,3009312,151,
2531,3,2381,23,RAVICESTI,1,3,1,0,7,517057,1,40082,3009881,152,
2559,3,2381,23,STEI-ARIESENI,1,3,1,0,7,517059,1,40082,3011479,153,
2540,3,2381,23,STURU,1,3,1,0,7,517058,1,40082,3011633,154,
2568,3,2381,23,VANVUCESTI,1,3,1,0,7,517061,1,40082,3013190,155,
2577,2,10,3,AVRAM IANCU,0,3,1,0,7,0,1,40099,,156,
2586,3,2577,22,AVRAM IANCU,1,3,1,0,7,517065,1,40099,1000377,157,
2595,3,2577,23,ACHIMETESTI,1,3,1,0,7,517066,1,40099,3000017,158,
2602,3,2577,23,AVRAMESTI,1,3,1,0,7,517067,1,40099,3000380,159,
2611,3,2577,23,BADAI,1,3,1,0,7,517068,1,40099,3000438,160,
2620,3,2577,23,BOLDESTI,1,3,1,0,7,517069,1,40099,3001327,161,
2639,3,2577,23,CALUGARESTI,1,3,1,0,7,517071,1,40099,3002123,162,
2666,3,2577,23,CARASTI,1,3,1,0,7,517074,1,40099,3002259,163,
2675,3,2577,23,CARTULESTI,1,3,1,0,7,517076,1,40099,3002340,164,
2648,3,2577,23,CASOAIA,1,3,1,0,7,517072,1,40099,3002359,165,
2657,3,2577,23,CINDESTI,1,3,1,0,7,517073,1,40099,3002753,166,
2684,3,2577,23,COCESTI,1,3,1,0,7,517077,1,40099,3003010,167,
2693,3,2577,23,COCOSESTI,1,3,1,0,7,517078,1,40099,3003033,168,
2700,3,2577,23,COROIESTI,1,3,1,0,7,517079,1,40099,3003300,169,
2719,3,2577,23,DEALU CRISULUI,1,3,1,0,7,517081,1,40099,3003921,170,
2728,3,2577,23,DOLESTI,1,3,1,0,7,517082,1,40099,3004176,171,
2737,3,2577,23,DUMACESTI,1,3,1,0,7,517083,1,40099,3004387,172,
2746,3,2577,23,GOJEIESTI,1,3,1,0,7,517084,1,40099,3005395,173,
2755,3,2577,23,HELERESTI,1,3,1,0,7,517086,1,40099,3005786,174,
2764,3,2577,23,INCESTI,1,3,1,0,7,517087,1,40099,3006151,175,
2773,3,2577,23,JOJEI,1,3,1,0,7,517088,1,40099,3006400,176,
2782,3,2577,23,MARTESTI,1,3,1,0,7,517089,1,40099,3007263,177,
2791,3,2577,23,ORGESTI,1,3,1,0,7,517091,1,40099,3008338,178,
2808,3,2577,23,PATRUTESTI,1,3,1,0,7,517092,1,40099,3008645,179,
2817,3,2577,23,PLAI,1,3,1,0,7,517093,1,40099,3008955,180,
2826,3,2577,23,PUSELESTI,1,3,1,0,7,517094,1,40099,3009633,181,
2835,3,2577,23,SOICESTI,1,3,1,0,7,517096,1,40099,3011273,182,
2844,3,2577,23,STERTESTI,1,3,1,0,7,517097,1,40099,3011512,183,
2853,3,2577,23,TARSA,1,3,1,0,7,517098,1,40099,3011900,184,
2862,3,2577,23,TARSA-PLAI,1,3,1,0,7,517099,1,40099,3011902,185,
2871,3,2577,23,VALEA MACIULUI,1,3,1,0,7,517101,1,40099,3012891,186,
2880,3,2577,23,VALEA UTULUI,1,3,1,0,7,517102,1,40099,3013086,187,
2899,3,2577,23,VERDESTI,1,3,1,0,7,517103,1,40099,3013309,188,
2906,3,2577,23,VIDRISOARA,1,3,1,0,7,517104,1,40099,3013361,189,
2915,2,10,2,ORAS BAIA DE ARIES,0,1,1,0,7,0,1,31875,,40,
2924,3,2915,17,BAIA DE ARIES,1,1,1,0,7,515300,1,31875,1000487,41,
2933,3,2915,19,BRAZESTI,1,1,1,0,7,515301,1,31875,3001615,42,
2942,3,2915,19,CIOARA DE SUS,1,1,1,0,7,515302,1,31875,3002757,43,
2951,3,2915,19,MUNCELU,1,1,1,0,7,515303,1,31875,3007799,44,
2960,3,2915,19,SARTAS,1,1,1,0,7,515304,1,31875,3010597,45,
2979,3,2915,19,SIMULESTI,1,1,1,0,7,515305,1,31875,3011069,46,
2988,2,10,3,BERGHIN,0,3,1,0,7,0,1,40233,,190,
2997,3,2988,22,BERGHIN,1,3,1,0,7,517110,1,40233,1001005,191,
3002,3,2988,23,GHIRBOM,1,3,1,0,7,517111,1,40233,3005251,192,
3011,3,2988,23,HENIG,1,3,1,0,7,517112,1,40233,3005794,193,
3020,3,2988,23,STRAJA,1,3,1,0,7,517113,1,40233,3011566,194,
3039,2,10,3,BISTRA,0,3,1,0,7,0,1,40266,,195,
3048,3,3039,22,BISTRA,1,3,1,0,7,517115,1,40266,1001103,196,
3057,3,3039,23,ARONESTI,1,3,1,0,7,517116,1,40266,3000323,197,
3066,3,3039,23,BALESTI,1,3,1,0,7,517117,1,40266,3000586,198,
3075,3,3039,23,BALESTI-CATUN,1,3,1,0,7,517118,1,40266,3000590,199,
3084,3,3039,23,BARLESTI,1,3,1,0,7,517119,1,40266,3000781,200,
3093,3,3039,23,CHELETENI,1,3,1,0,7,517121,1,40266,3002578,201,
3100,3,3039,23,CIULDESTI,1,3,1,0,7,517122,1,40266,3002895,202,
3119,3,3039,23,CRETESTI,1,3,1,0,7,517123,1,40266,3003550,203,
3137,3,3039,23,DAMBURENI,1,3,1,0,7,517124,1,40266,3003827,204,
3128,3,3039,23,DEALU MUNTELUI,1,3,1,0,7,517126,1,40266,3003951,205,
3146,3,3039,23,DURASTI,1,3,1,0,7,517127,1,40266,3004485,206,
3155,3,3039,23,GANESTI,1,3,1,0,7,517128,1,40266,3005040,207,
3164,3,3039,23,GARDE,1,3,1,0,7,517129,1,40266,3005086,208,
3173,3,3039,23,HODISESTI,1,3,1,0,7,517131,1,40266,3005853,209,
3182,3,3039,23,HUDRICESTI,1,3,1,0,7,517132,1,40266,3005954,210,
3191,3,3039,23,LIPAIA,1,3,1,0,7,517133,1,40266,3006652,211,
3208,3,3039,23,LUNCA LARGA,1,3,1,0,7,517134,1,40266,3006845,212,
3217,3,3039,23,LUNCA MERILOR,1,3,1,0,7,517136,1,40266,3006849,213,
3226,3,3039,23,MIHAIESTI,1,3,1,0,7,517137,1,40266,3007470,214,
3235,3,3039,23,NAMAS,1,3,1,0,7,517138,1,40266,3007883,215,
3244,3,3039,23,NOVACESTI,1,3,1,0,7,517139,1,40266,3008093,216,
3253,3,3039,23,PERJESTI,1,3,1,0,7,517141,1,40266,3008723,217,
3262,3,3039,23,POIANA,1,3,1,0,7,517142,1,40266,3009186,218,
3271,3,3039,23,POIU,1,3,1,0,7,517143,1,40266,3009317,219,
3280,3,3039,23,RATITIS,1,3,1,0,7,517144,1,40266,3009860,220,
3299,3,3039,23,RUNCURI,1,3,1,0,7,517146,1,40266,3010192,221,
3306,3,3039,23,SALAGESTI,1,3,1,0,7,517147,1,40266,3010307,222,
3315,3,3039,23,STEFANCA,1,3,1,0,7,517148,1,40266,3011460,223,
3351,3,3039,23,TARANESTI,1,3,1,0,7,517153,1,40266,3011834,224,
3324,3,3039,23,TOLACESTI,1,3,1,0,7,517149,1,40266,3012196,225,
3333,3,3039,23,TOMNATEC,1,3,1,0,7,517151,1,40266,3012208,226,
3342,3,3039,23,TRISORESTI,1,3,1,0,7,517152,1,40266,3012322,227,
3360,3,3039,23,VARSI-RONTU,1,3,1,0,7,517154,1,40266,3013241,230,
3379,3,3039,23,VARSII MARI,1,3,1,0,7,517156,1,40266,3013239,228,
3388,3,3039,23,VARSII MICI,1,3,1,0,7,517157,1,40266,3013240,229,
3397,2,10,3,BLANDIANA,0,3,1,0,7,0,1,40278,,231,
3404,3,3397,22,BLANDIANA,1,3,1,0,7,517160,1,40278,1001146,232,
3413,3,3397,23,ACMARIU,1,3,1,0,7,517161,1,40278,3000021,233,
3422,3,3397,23,IBRU,1,3,1,0,7,517162,1,40278,3006052,234,
3431,3,3397,23,POIENI,1,3,1,0,7,517163,1,40278,3009279,235,
3440,3,3397,23,RACATAU,1,3,1,0,7,517164,1,40278,3009667,236,
3459,2,10,3,BUCIUM,0,3,1,0,7,0,1,40402,,242,
3468,3,3459,22,BUCIUM,1,3,1,0,7,517165,1,40402,1001724,243,
3477,3,3459,23,ANGHELESTI,1,3,1,0,7,517166,1,40402,3000215,244,
3486,3,3459,23,BISERICANI,1,3,1,0,7,517167,1,40402,3001098,245,
3495,3,3459,23,BUCIUM-SAT,1,3,1,0,7,517168,1,40402,3001736,246,
3501,3,3459,23,CERBU,1,3,1,0,7,517169,1,40402,3002478,247,
3510,3,3459,23,CIUCULESTI,1,3,1,0,7,517171,1,40402,3002883,248,
3529,3,3459,23,COLESENI,1,3,1,0,7,517172,1,40402,3003071,249,
3538,3,3459,23,DOGARESTI,1,3,1,0,7,517173,1,40402,3004165,250,
3547,3,3459,23,FERESTI,1,3,1,0,7,517174,1,40402,3004696,251,
3556,3,3459,23,FLORESTI,1,3,1,0,7,517176,1,40402,3004790,252,
3565,3,3459,23,GURA IZBITEI,1,3,1,0,7,517177,1,40402,3005619,253,
3574,3,3459,23,HELESTI,1,3,1,0,7,517178,1,40402,3005789,254,
3583,3,3459,23,IZBICIOARA,1,3,1,0,7,517179,1,40402,3006267,255,
3592,3,3459,23,IZBITA,1,3,1,0,7,517181,1,40402,3006268,256,
3609,3,3459,23,JURCUIESTI,1,3,1,0,7,517182,1,40402,3006430,257,
3618,3,3459,23,LUPULESTI,1,3,1,0,7,517183,1,40402,3006925,258,
3627,3,3459,23,MAGURA,1,3,1,0,7,517184,1,40402,3006993,259,
3636,3,3459,23,MUNTARI,1,3,1,0,7,517186,1,40402,3007808,260,
3645,3,3459,23,PETRENI,1,3,1,0,7,517187,1,40402,3008778,261,
3654,3,3459,23,POIANA,1,3,1,0,7,517188,1,40402,3009182,262,
3663,3,3459,23,POIENI,1,3,1,0,7,517189,1,40402,3009284,263,
3672,3,3459,23,STALNISOARA,1,3,1,0,7,517191,1,40402,3011379,264,
3752,3,3459,23,VALCEA,1,3,1,0,7,517201,1,40402,3012683,265,
3681,3,3459,23,VALEA ABRUZEL,1,3,1,0,7,517192,1,40402,3012722,266,
3690,3,3459,23,VALEA ALBA,1,3,1,0,7,517193,1,40402,3012726,267,
3707,3,3459,23,VALEA CERBULUI,1,3,1,0,7,517194,1,40402,3012777,268,
3716,3,3459,23,VALEA NEGRILESII,1,3,1,0,7,517196,1,40402,3012958,269,
3725,3,3459,23,VALEA POIENII,1,3,1,0,7,517197,1,40402,3012981,270,
3734,3,3459,23,VALEA SESII,1,3,1,0,7,517198,1,40402,3013044,271,
3743,3,3459,23,VALENI,1,3,1,0,7,517199,1,40402,3013117,272,
4106,2,10,3,CALNIC,0,3,1,0,7,0,1,40474,,273,
4115,3,4106,22,CALNIC,1,3,1,0,7,517205,1,40474,1002097,274,
4124,3,9019,22,CUT,1,3,1,0,7,517206,1,40814,1003762,324,
4133,3,4106,23,DEAL,1,3,1,0,7,517207,1,40474,3003903,275,
3761,2,10,3,CENADE,0,3,1,0,7,0,1,40545,,276,
3770,3,3761,22,CENADE,1,3,1,0,7,517210,1,40545,1002455,277,
3789,3,3761,23,CAPU DEALULUI,1,3,1,0,7,517211,1,40545,3002226,278,
3798,3,3761,23,GORGAN,1,3,1,0,7,517212,1,40545,3005422,279,
3805,2,10,3,CERGAU,0,3,1,0,7,0,1,40554,,280,
3814,3,3805,22,CERGAU MARE,1,3,1,0,7,517216,1,40554,1002490,281,
3823,3,3805,23,CERGAU MIC,1,3,1,0,7,517217,1,40554,3002491,282,
3832,3,3805,23,LUPU,1,3,1,0,7,517218,1,40554,3006922,283,
3841,2,10,3,CERU-BACAINTI,0,3,1,0,7,0,1,40566,,284,
3850,3,3841,22,CERU-BACAINTI,1,3,1,0,7,517220,1,40566,1002532,285,
3869,3,3841,23,BOLOVANESTI,1,3,1,0,7,517221,1,40566,3001339,286,
3878,3,3841,23,BULBUC,1,3,1,0,7,517222,1,40566,3001860,287,
3887,3,3841,23,CUCUTA,1,3,1,0,7,517223,1,40566,3003675,288,
3896,3,3841,23,CURPENI,1,3,1,0,7,517224,1,40566,3003735,289,
3903,3,3841,23,DUMBRAVITA,1,3,1,0,7,517226,1,40566,3004446,290,
3912,3,3841,23,FANTINELE,1,3,1,0,7,517227,1,40566,3004620,291,
3921,3,3841,23,GROSI,1,3,1,0,7,517228,1,40566,3005549,292,
3930,3,3841,23,VALEA MARE,1,3,1,0,7,517229,1,40566,3012905,293,
3949,3,3841,23,VIEZURI,1,3,1,0,7,517231,1,40566,3013364,294,
3958,2,10,3,CETATEA DE BALTA,0,3,1,0,7,0,1,40571,,295,
3967,3,3958,22,CETATEA DE BALTA,1,3,1,0,7,517235,1,40571,1002544,296,
3976,3,3958,23,CRACIUNELU DE SUS,1,3,1,0,7,517236,1,40571,3003487,297,
3985,3,3958,23,SANTAMARIE,1,3,1,0,7,517237,1,40571,3010488,298,
3994,3,3958,23,TATARLAUA,1,3,1,0,7,517238,1,40571,3011929,299,
1071,2,10,3,CIUGUD,0,3,1,0,7,0,1,40637,,300,
1080,3,1071,22,CIUGUD,1,3,1,0,7,517240,1,40637,1002887,301,
1099,3,1071,23,DRAMBAR,1,3,1,0,7,517241,1,40637,3004330,302,
1106,3,1071,23,LIMBA,1,3,1,0,7,2516,1,40637,3006638,304,
1115,3,1071,23,HAPRIA,1,3,1,0,7,517243,1,40637,3005737,303,
1124,3,1071,23,SEUSA,1,3,1,0,7,517244,1,40637,3010955,305,
1133,3,1071,23,TELEAC,1,3,1,0,7,517246,1,40637,3012003,306,
4008,2,10,3,CIURULEASA,0,3,1,0,7,0,1,40648,,307,
4017,3,4008,22,CIURULEASA,1,3,1,0,7,517250,1,40648,1002940,308,
4026,3,4008,23,BIDIGESTI,1,3,1,0,7,517251,1,40648,3001069,309,
4035,3,4008,23,BODRESTI,1,3,1,0,7,517252,1,40648,3001233,310,
4044,3,4008,23,BOGLESTI,1,3,1,0,7,517253,1,40648,3001281,311,
4053,3,4008,23,BUNINGINEA,1,3,1,0,7,517254,1,40648,3001899,312,
4062,3,4008,23,GHEDULESTI,1,3,1,0,7,517256,1,40648,3005161,313,
4071,3,4008,23,MATISESTI,1,3,1,0,7,517257,1,40648,3007310,314,
4080,3,4008,23,MORARESTI,1,3,1,0,7,517258,1,40648,3007694,315,
4099,3,4008,23,VULCAN,1,3,1,0,7,517259,1,40648,3013582,316,
4188,2,10,3,CRACIUNELU DE JOS,0,3,1,0,7,0,1,40761,,317,
4197,3,4188,22,CRACIUNELU DE JOS,1,3,1,0,7,517260,1,40761,1003486,318,
4204,3,9026,22,BUCERDEA GRANOASA,1,3,1,0,7,517261,1,40398,1001709,238,
4213,3,9026,23,CORNU,1,3,1,0,7,517262,1,40398,3003282,239,
4222,3,9026,23,PADURE,1,3,1,0,7,517263,1,40398,3008438,240,
4231,3,9026,23,PANCA,1,3,1,0,7,517264,1,40398,3008534,241,
4142,2,10,3,CRICAU,0,3,1,0,7,0,1,40778,,319,
4151,3,4142,22,CRICAU,1,3,1,0,7,517265,1,40778,1003564,320,
4160,3,4142,23,CRAIVA,1,3,1,0,7,517266,1,40778,3003513,321,
4179,3,4142,23,TIBRU,1,3,1,0,7,517267,1,40778,3012067,322,
4240,2,10,3,DAIA ROMANA,0,3,1,0,7,0,1,40825,,325,
4259,3,4240,22,DAIA ROMANA,1,3,1,0,7,517270,1,40825,1003804,326,
4268,2,10,3,DOSTAT,0,3,1,0,7,0,1,40914,,327,
4277,3,4268,22,DOSTAT,1,3,1,0,7,517275,1,40914,1004232,328,
4286,3,4268,23,BOZ,1,3,1,0,7,517276,1,40914,3001475,329,
